age,income,loan_amount,loan_term_months,credit_score,num_existing_loans,employment_years,debt_to_income,has_collateral,education,loan_purpose,region,default,loan_id,loan_to_income_ratio,monthly_payment_estimate,payment_to_income_ratio,credit_score_band,age_group,is_high_risk_purpose,education_enc,loan_purpose_enc,region_enc
49,76023.67560299813,6840.905591895728,24,658,2,300,0.5018896517996472,0,High School,Home,North,1,LN000647,0.0899838838050859,285.03773299565535,0.04499194190254295,2,2,0,1,3,1
50,43997.24577043862,5843.478499780022,60,812,3,300,0.222440054583638,1,Master,Business,East,0,LN000648,0.13281464322264933,97.39130832966703,0.026562928644529863,5,2,0,2,1,0
34,63176.98037997483,12626.782439225337,60,715,4,300,0.3733882179286282,1,High School,Auto,North,0,LN000649,0.1998636586187275,210.44637398708895,0.039972731723745505,3,1,0,1,0,1
56,79754.48971058273,24233.71913833179,48,704,0,300,0.06706865424958303,0,Bachelor,Personal,North,0,LN000650,0.30385398021192767,504.8691487152457,0.07596349505298192,3,3,1,0,4,1
27,82578.03399692939,6726.694302709266,60,585,1,300,0.17663285512973545,1,High School,Home,East,0,LN000651,0.08145863950889644,112.1115717118211,0.01629172790177929,2,0,0,1,3,0
39,49657.473281186154,21690.960234059283,60,700,1,300,0.24240097238015468,1,High School,Education,South,0,LN000652,0.43681159754613186,361.51600390098804,0.08736231950922638,3,1,0,1,2,2
26,64262.70548482021,8608.521170745606,24,667,3,300,0.19437978103104214,0,Bachelor,Education,West,0,LN000653,0.13395827495590057,358.6883821144002,0.06697913747795028,2,0,0,0,2,3
46,47810.22419592761,1000.0,24,691,4,300,0.2518133994037194,0,High School,Education,West,1,LN000654,0.02091602825165539,41.666666666666664,0.010458014125827695,3,2,0,1,2,3
23,105075.92454537548,19372.798068712607,48,595,2,300,0.39587439904071986,0,High School,Home,West,0,LN000655,0.1843695228239153,403.599959764846,0.046092380705978826,2,0,0,1,3,3
31,70602.52011747636,28030.14470059826,12,660,4,300,0.2812460205087458,1,High School,Education,North,0,LN000656,0.3970133736580305,2335.8453917165216,0.3970133736580305,2,1,0,1,2,1
51,56681.16871673871,8154.119357855775,48,584,3,300,0.10532095965070351,1,High School,Auto,South,1,LN000657,0.14385940767392388,169.8774866219953,0.035964851918480964,2,3,0,1,0,2
26,61251.243469154855,2441.0327287987184,36,478,4,300,0.13270857095613467,1,PhD,Education,East,0,LN000658,0.03985278649939545,67.80646468885328,0.013284262166465149,1,0,0,3,2,0
54,63142.10830892135,18639.318008640177,60,729,3,300,0.1326742659007589,0,Bachelor,Education,North,0,LN000659,0.29519631998107715,310.655300144003,0.05903926399621544,3,3,0,0,2,1
22,63734.87081566964,7614.6064362240395,12,529,4,300,0.45754910984386543,1,Master,Personal,East,0,LN000660,0.11947316027746523,634.5505363520033,0.11947316027746524,1,0,1,2,4,0
39,50200.03564706886,19293.172627767424,24,658,0,300,0.3052576652286993,0,Bachelor,Education,East,1,LN000661,0.3843258750533166,803.8821928236426,0.19216293752665828,2,1,0,0,2,0
53,47113.454015296506,24211.836753630734,36,676,1,300,0.20048765401797547,0,High School,Education,North,0,LN000662,0.5139049398876547,672.551020934187,0.1713016466292182,3,3,0,1,2,1
32,51962.932765470134,17644.939964823483,36,676,3,300,0.1338300080120429,1,Bachelor,Business,North,1,LN000663,0.33956782317238093,490.1372212450967,0.11318927439079364,3,1,0,0,1,1
42,32206.16589905585,21478.146466763767,60,627,3,300,0.26400049696232564,1,High School,Auto,South,1,LN000664,0.6668954800171795,357.9691077793961,0.1333790960034359,2,2,0,1,0,2
47,69365.4881394892,21532.897229077604,24,671,1,300,0.19589241853140785,0,Bachelor,Home,North,1,LN000665,0.310426666150989,897.2040512115668,0.1552133330754945,3,2,0,0,3,1
46,38965.899147020544,22919.57369742904,12,687,2,300,0.2385472889659712,0,High School,Personal,East,0,LN000666,0.5881956838966347,1909.9644747857535,0.5881956838966347,3,2,1,1,4,0
43,33800.99842030567,15361.686140459848,24,708,3,300,0.34669349900096685,0,Bachelor,Home,South,1,LN000667,0.4544743308893338,640.0702558524937,0.22723716544466693,3,2,0,0,3,2
48,54712.91066871703,21232.611419149234,60,788,0,300,0.4048404752387677,1,Master,Education,East,0,LN000668,0.3880731468978366,353.87685698582055,0.07761462937956731,4,2,0,2,2,0
34,52397.54740620226,16315.213969250493,36,668,4,300,0.3255007936865127,1,PhD,Business,South,0,LN000669,0.31137361912705236,453.2003880347359,0.10379120637568412,2,1,0,3,1,2
54,59992.68951577977,18130.561375481808,60,655,0,300,0.4245529597034169,1,Bachelor,Education,East,0,LN000670,0.30221284496193423,302.1760229246968,0.060442568992386835,2,3,0,0,2,0
55,43635.89261207181,39413.69055934901,48,577,3,300,0.06966881384341751,0,Bachelor,Education,South,0,LN000671,0.9032401585030316,821.118553319771,0.2258100396257579,1,3,0,0,2,2
62,47149.14883538053,16932.804188685328,36,684,2,300,0.30915219809074174,0,High School,Personal,North,0,LN000672,0.3591327650008184,470.3556719079258,0.11971092166693947,3,3,1,1,4,1
56,68842.39010176982,3017.9205375730708,60,703,3,300,0.44186204150647923,0,Master,Personal,West,1,LN000673,0.04383811388755785,50.29867562621784,0.00876762277751157,3,3,1,2,4,3
22,67624.34400990387,13420.64657985887,12,634,2,300,0.2092912350587411,0,PhD,Home,East,0,LN000674,0.19845880616443926,1118.3872149882393,0.19845880616443926,2,0,0,3,3,0
42,66790.50092353356,12515.793954861812,12,693,1,300,0.0407486883106785,1,Bachelor,Education,East,0,LN000675,0.18738883197164174,1042.9828295718178,0.18738883197164174,3,2,0,0,2,0
27,55679.352247029645,12881.651185963086,12,626,4,300,0.20133214963212298,0,Master,Home,South,0,LN000676,0.23135418545840375,1073.4709321635905,0.23135418545840375,2,0,0,2,3,2
49,58378.452466645496,22627.539410023724,48,703,0,300,0.3932615098962863,0,Master,Education,North,1,LN000677,0.3876008776175072,471.4070710421609,0.0969002194043768,3,2,0,2,2,1
38,59608.77775421007,24044.731181312236,24,723,2,300,0.46529688919354295,1,Master,Personal,North,1,LN000678,0.4033756786703112,1001.8637992213431,0.2016878393351556,3,1,1,2,4,1
26,41879.16520382047,14154.918058420822,12,721,0,300,0.155083818693593,0,Master,Business,South,0,LN000679,0.3379942744687166,1179.5765048684018,0.3379942744687166,3,0,0,2,1,2
52,84480.93200292203,3865.0052118486255,48,659,1,300,0.18070673480096405,0,High School,Home,North,0,LN000680,0.04575003045320265,80.52094191351303,0.011437507613300663,2,3,0,1,3,1
26,81631.760649754,15792.76460146486,12,566,3,300,0.400268246155478,0,Master,Home,North,0,LN000681,0.1934634813185602,1316.0637167887382,0.19346348131856017,1,0,0,2,3,1
59,70884.91182001935,10652.890063234663,48,601,2,300,0.1679725978246332,1,High School,Auto,South,1,LN000682,0.1502843100134332,221.93520965072216,0.0375710775033583,2,3,0,1,0,2
24,46482.768271968045,16683.237711770555,12,697,4,300,0.3380861687527339,0,Master,Auto,East,0,LN000683,0.35891230948548236,1390.2698093142128,0.3589123094854823,3,0,0,2,0,0
44,65782.88235900301,14032.304862480709,24,845,2,300,0.15885624088034114,0,High School,Business,South,1,LN000684,0.2133124052835039,584.6793692700295,0.10665620264175195,5,2,0,1,1,2
58,74567.39875539544,24730.86094720869,60,622,3,300,0.12900998120981136,1,PhD,Auto,West,0,LN000685,0.3316578204415271,412.1810157868115,0.06633156408830541,2,3,0,3,0,3
58,30536.061965577133,17198.46437171118,12,686,3,300,0.15391084143532172,1,Master,Business,South,0,LN000686,0.5632181514138517,1433.205364309265,0.5632181514138517,3,3,0,2,1,2
31,88890.23523396994,10678.466846228039,60,605,4,300,0.09405935081054266,0,Bachelor,Education,South,0,LN000687,0.12013093247105278,177.974447437134,0.024026186494210556,2,1,0,0,2,2
31,20212.247776884098,3915.742020929223,12,572,4,300,0.36310576432225117,0,High School,Auto,North,0,LN000688,0.19373115074353547,326.31183507743526,0.19373115074353547,1,1,0,1,0,1
40,69092.1163941815,14615.886688812878,24,595,1,300,0.029903649833201647,1,Master,Auto,East,0,LN000689,0.21154203187852752,608.9952787005366,0.10577101593926376,2,1,0,2,0,0
38,84065.64612504939,14644.501168430243,60,483,0,300,0.15534668926292824,0,Master,Home,West,0,LN000690,0.17420315959561228,244.0750194738374,0.034840631919122456,1,1,0,2,3,3
42,52738.73071945938,12900.314010370676,48,758,2,300,0.31743791186961134,1,Bachelor,Business,North,0,LN000691,0.2446079728196939,268.7565418827224,0.06115199320492346,4,2,0,0,1,1
35,51990.71200353853,21202.590011228524,12,471,1,300,0.3788870422794579,1,PhD,Home,North,1,LN000692,0.4078149575983006,1766.8825009357104,0.4078149575983006,1,1,0,3,3,1
30,68353.21585293846,3937.772071699377,12,628,0,300,0.43787906905360247,0,High School,Auto,North,1,LN000693,0.05760917057906201,328.14767264161475,0.05760917057906201,2,0,0,1,0,1
22,92037.63783867744,8899.647491683365,48,555,1,300,0.1244135690336921,0,Master,Education,East,0,LN000694,0.09669573992416634,185.40932274340344,0.024173934981041582,1,0,0,2,2,0
34,49378.64724117268,15423.340795889077,24,579,4,300,0.47430100480394044,0,Bachelor,Personal,South,1,LN000695,0.31234838655176556,642.6391998287115,0.15617419327588278,1,1,1,0,4,2
25,39380.89616268111,10523.934248360205,36,760,4,300,0.38843991219338625,0,High School,Business,South,1,LN000696,0.2672345038793988,292.3315068988946,0.0890781679597996,4,0,0,1,1,2
22,46524.490887840155,12146.326094588692,12,666,3,300,0.40061013661810607,0,Bachelor,Business,West,1,LN000697,0.2610738100040835,1012.1938412157243,0.2610738100040834,2,0,0,0,1,3
61,23949.720154275594,14517.989057086612,48,572,2,300,0.6846062833712997,0,Master,Education,East,1,LN000698,0.6061861668348056,302.4581053559711,0.1515465417087014,1,3,0,2,2,0
53,72955.15797430312,20487.719467309016,36,602,2,300,0.2819205850164325,1,High School,Education,South,0,LN000699,0.28082619565467015,569.1033185363616,0.09360873188489005,2,3,0,1,2,2
55,44718.33894572281,14195.410771602175,12,588,2,300,0.33016270922706753,1,Master,Business,West,0,LN000700,0.3174404753457402,1182.9508976335146,0.3174404753457402,2,3,0,2,1,3
49,50833.21691868889,1000.0,60,646,1,300,0.3608292877413388,0,High School,Business,East,0,LN000701,0.01967217619926684,16.666666666666668,0.003934435239853368,2,2,0,1,1,0
52,73192.42262838013,10177.623927858293,48,663,1,300,0.16508119245442557,1,Bachelor,Education,West,1,LN000702,0.13905297245772477,212.0338318303811,0.03476324311443119,2,3,0,0,2,3
29,47461.79351180302,18966.274202400637,60,801,2,300,0.677023714047197,0,Master,Education,North,0,LN000703,0.39961140949475527,316.1045700400106,0.07992228189895106,5,0,0,2,2,1
60,70181.80790776794,21101.38911013244,24,496,3,300,0.2200993669347555,0,High School,Education,South,0,LN000704,0.3006675054290939,879.2245462555184,0.15033375271454694,1,3,0,1,2,2
47,34238.22992367426,21542.863025408835,36,647,0,300,0.3442904997540705,0,Bachelor,Auto,West,0,LN000705,0.6292049289181527,598.412861816912,0.20973497630605092,2,2,0,0,0,3
55,74174.38856647996,23809.4213596965,48,624,1,300,0.15251319512232336,1,Bachelor,Business,East,0,LN000706,0.32099248567929795,496.02961166034373,0.08024812141982449,2,3,0,0,1,0
24,61838.10042530941,15947.49821671991,12,725,2,300,0.043968905891708904,1,Bachelor,Business,East,0,LN000707,0.2578911400420838,1328.9581847266593,0.25789114004208386,3,0,0,0,1,0
33,53228.41938360663,17105.319846957176,12,678,4,300,0.3780027416710624,1,Bachelor,Education,East,0,LN000708,0.3213569000364737,1425.4433205797648,0.32135690003647377,3,1,0,0,2,0
22,57617.86975887592,6888.7316299233435,36,697,1,300,0.33139800056967117,0,High School,Home,East,1,LN000709,0.1195589434102976,191.35365638675955,0.039852981136765865,3,0,0,1,3,0
26,29264.77410694527,1000.0,60,677,0,300,0.07328776907853798,0,High School,Personal,South,0,LN000710,0.03417077460928272,16.666666666666668,0.006834154921856545,3,0,1,1,4,2
51,57160.0148789394,3659.339331376814,60,575,1,300,0.22423661130611447,0,Master,Business,North,0,LN000711,0.06401921586491918,60.98898885628023,0.012803843172983838,1,3,0,2,1,1
51,52166.60429286792,9385.299586476493,48,746,0,300,0.077901900471191,0,High School,Auto,South,0,LN000712,0.17991011133840706,195.52707471826025,0.044977527834601766,4,3,0,1,0,2
38,29811.34779124873,4122.363589353516,48,713,0,300,0.16770987861720438,0,High School,Personal,South,1,LN000713,0.138281691194239,85.88257477819825,0.03457042279855975,3,1,1,1,4,2
44,41578.491461869125,12656.584479518857,60,723,1,300,0.2584661923407221,0,High School,Home,East,0,LN000714,0.3044022049507491,210.94307465864762,0.06088044099014982,3,2,0,1,3,0
36,52415.094840949634,11303.293914869952,48,751,0,300,0.09138479519599817,0,High School,Auto,West,1,LN000715,0.21564959386545227,235.485289893124,0.053912398466363066,4,1,0,1,0,3
58,42854.15630104317,22502.61611121646,60,683,1,300,0.11059720137509704,0,High School,Education,North,0,LN000716,0.5250976347110745,375.04360185360764,0.1050195269422149,3,3,0,1,2,1
42,15000.0,7246.908097697055,36,768,1,300,0.3597051877453322,0,High School,Home,East,1,LN000717,0.483127206513137,201.3030027138071,0.16104240217104568,4,2,0,1,3,0
35,76527.75079217732,16124.655337471631,48,680,3,300,0.239055023124131,1,High School,Education,South,0,LN000718,0.21070337453482163,335.930319530659,0.05267584363370541,3,1,0,1,2,2
23,52158.202498206694,11641.858452665278,60,632,4,300,0.5568299475649389,1,High School,Auto,North,1,LN000719,0.22320283090786244,194.03097421108797,0.04464056618157249,2,0,0,1,0,1
32,15000.0,6947.3714693850525,48,649,0,300,0.4180089760819971,1,High School,Auto,South,0,LN000720,0.4631580979590035,144.7369056121886,0.11578952448975087,2,1,0,1,0,2
60,97699.2587935879,9178.308368255231,12,648,1,300,0.1923705566321736,0,High School,Education,West,0,LN000721,0.0939445035877551,764.859030687936,0.0939445035877551,2,3,0,1,2,3
59,79827.84662626378,1000.0,12,608,0,300,0.7294999587254416,0,Bachelor,Personal,West,0,LN000722,0.012526956973821148,83.33333333333333,0.012526956973821146,2,3,1,0,4,3
55,48020.358978633296,20986.77461514907,24,780,1,300,0.552124432226568,0,Master,Business,West,1,LN000723,0.4370391030289289,874.4489422978778,0.21851955151446445,4,3,0,2,1,3
59,38150.05017266598,26218.090029984196,60,673,1,300,0.29306812168342644,0,Bachelor,Business,West,0,LN000724,0.6872360563438819,436.96816716640325,0.13744721126877635,3,3,0,0,1,3
55,63063.824215210436,12860.271063671062,24,657,1,300,0.13022718992482268,1,Bachelor,Auto,North,0,LN000725,0.20392469412867098,535.8446276529609,0.10196234706433549,2,3,0,0,0,1
39,59046.536297682826,15232.49669915449,60,681,4,300,0.39466263582400496,0,Bachelor,Home,West,0,LN000726,0.2579744326129467,253.87494498590817,0.051594886522589346,3,1,0,0,3,3
51,65841.79849600747,12633.137276753128,48,888,0,300,0.4019183602893119,1,Bachelor,Education,North,0,LN000727,0.1918710844072581,263.19035993235684,0.04796777110181453,1,3,0,0,2,1
36,38207.594534899035,8439.269747759488,60,559,4,300,0.21004089105301887,1,PhD,Home,East,0,LN000728,0.22087937883791692,140.65449579599147,0.04417587576758338,1,1,0,3,3,0
48,76955.44041943266,20639.222881687012,12,582,4,300,0.29106018593230937,1,Bachelor,Education,East,0,LN000729,0.26819706013241434,1719.9352401405843,0.26819706013241434,2,2,0,0,2,0
55,45530.757536489014,17552.546601212918,48,539,4,300,0.23767261577659962,1,High School,Home,East,0,LN000730,0.38550965437256457,365.6780541919358,0.09637741359314114,1,3,0,1,3,0
59,68615.31497311134,1000.0,12,631,4,300,0.48459148724219714,1,Bachelor,Education,South,1,LN000731,0.014574005823508578,83.33333333333333,0.014574005823508578,2,3,0,0,2,2
54,39061.21479085952,6723.114020727075,48,669,3,300,0.434133935763824,0,Bachelor,Auto,North,0,LN000732,0.17211738182552147,140.06487543181404,0.04302934545638036,2,3,0,0,0,1
45,107962.87971506972,1000.0,60,612,0,300,0.2569973743428227,1,Bachelor,Personal,East,0,LN000733,0.009262442819598277,16.666666666666668,0.0018524885639196556,2,2,1,0,4,0
36,68910.46697930517,27443.31476310866,60,606,0,300,0.4089938726799176,0,Bachelor,Business,East,1,LN000734,0.39824595545623415,457.38857938514434,0.07964919109124682,2,1,0,0,1,0
51,112684.64553147292,13625.369820434085,12,661,1,300,0.20230691011393695,0,Bachelor,Home,East,1,LN000735,0.12091593984407137,1135.4474850361737,0.12091593984407135,2,3,0,0,3,0
63,71552.03952652092,16925.612493570236,36,609,0,300,0.15903058769143405,0,High School,Business,East,0,LN000736,0.2365496861525061,470.1559025991732,0.0788498953841687,2,3,0,1,1,0
38,43770.71286262632,12173.63891935821,60,674,4,300,0.2460316915909828,0,Bachelor,Home,North,1,LN000737,0.27812293022425705,202.8939819893035,0.055624586044851404,3,1,0,0,3,1
26,71587.61587178393,23821.573810320693,36,739,2,300,0.5721637762616858,0,Master,Auto,North,1,LN000738,0.33276110009007726,661.7103836200192,0.1109203666966924,3,0,0,2,0,1
50,73011.55636386434,21885.64138075547,48,704,0,300,0.10525395720709568,1,Bachelor,Auto,South,0,LN000739,0.29975585332936894,455.9508620990723,0.07493896333234223,3,2,0,0,0,2
25,62466.48288995525,13276.166535835875,36,720,2,300,0.3048245068634168,0,High School,Home,East,1,LN000740,0.21253264025163665,368.78240377321873,0.07084421341721221,3,0,0,1,3,0
31,67607.84944064113,28743.9444454018,12,736,3,300,0.19194520890645794,0,Master,Home,West,1,LN000741,0.4251569112642554,2395.3287037834834,0.42515691126425537,3,1,0,2,3,3
38,70234.5425881535,16482.54513786299,24,672,1,300,0.38947418593485517,0,PhD,Home,North,0,LN000742,0.23467861440366397,686.7727140776246,0.11733930720183199,3,1,0,3,3,1
31,35126.37978468517,3318.9993988894257,24,637,1,300,0.029469585279998083,1,Master,Auto,North,0,LN000743,0.09448737442440579,138.29164162039274,0.047243687212202894,2,1,0,2,0,1
38,33702.831905400955,15800.149900108481,12,588,1,300,0.1478082659977269,0,Bachelor,Personal,South,1,LN000744,0.4688077828135407,1316.6791583423735,0.4688077828135407,2,1,1,0,4,2
41,39115.66002771133,19139.525261810286,24,618,3,300,0.2714091921153244,0,Bachelor,Personal,East,0,LN000745,0.48930595184258596,797.4802192420952,0.24465297592129298,2,2,1,0,4,0
45,57550.84788741021,13934.201979613805,12,608,4,300,0.038940059292073254,0,Bachelor,Home,West,1,LN000746,0.24211983821461722,1161.1834983011504,0.24211983821461722,2,2,0,0,3,3
26,50536.57657053159,11708.135638056301,60,708,2,300,0.685299238504835,0,Master,Education,South,0,LN000747,0.23167646945209655,195.13559396760502,0.04633529389041931,3,0,0,2,2,2
55,35488.58868154103,29114.89052983975,36,677,0,300,0.5004885117734703,1,Bachelor,Personal,East,1,LN000748,0.8204014758406981,808.7469591622153,0.27346715861356596,3,3,1,0,4,0
27,70506.28421039294,5513.100330277373,24,705,4,300,0.16651096252726996,1,High School,Auto,West,1,LN000749,0.07819303473469273,229.71251376155723,0.039096517367346366,3,0,0,1,0,3
23,60660.896402729595,1000.0,60,557,1,300,0.12284269552966741,1,Master,Auto,West,1,LN000750,0.016485084449807147,16.666666666666668,0.0032970168899614295,1,0,0,2,0,3
34,58378.57982741708,27952.43224743876,24,764,1,300,0.056957798766519165,0,Master,Auto,North,1,LN000751,0.4788131593826662,1164.684676976615,0.23940657969133314,4,1,0,2,0,1
64,49840.21389652129,5191.6208312828185,48,615,4,300,0.23833442503511718,0,Bachelor,Business,West,0,LN000752,0.10416529997366604,108.15876731839205,0.02604132499341651,2,3,0,0,1,3
64,47435.43795268854,12707.055692014288,12,561,2,300,0.3672245687160964,1,High School,Business,West,0,LN000753,0.2678810661490705,1058.9213076678573,0.2678810661490705,1,3,0,1,1,3
32,38173.37676382047,11980.542759502003,12,614,4,300,0.16413361100110188,0,Bachelor,Auto,North,0,LN000754,0.3138455063492519,998.3785632918335,0.31384550634925185,2,1,0,0,0,1
44,73674.80585074675,24853.98792558816,60,848,3,300,0.05152151734264047,0,Bachelor,Personal,West,1,LN000755,0.3373471791149111,414.233132093136,0.06746943582298222,5,2,1,0,4,3
37,40930.14236693627,26478.851037014945,48,618,1,300,0.2725944776023164,1,Master,Business,East,0,LN000756,0.646927899728118,551.6427299378114,0.16173197493202954,2,1,0,2,1,0
52,59187.809333856334,4660.996367158459,36,623,2,300,0.15638831161972191,0,Bachelor,Education,East,1,LN000757,0.07874926305968716,129.4721213099572,0.026249754353229054,2,3,0,0,2,0
32,88240.20792544066,25855.277025483207,48,634,0,300,0.22879703840235993,0,High School,Home,North,0,LN000758,0.29301015527218444,538.6516046975668,0.07325253881804611,2,1,0,1,3,1
37,48354.84510621299,25707.282529729455,48,638,1,300,0.22184575101213017,0,Master,Business,North,0,LN000759,0.5316381941305482,535.5683860360303,0.1329095485326371,2,1,0,2,1,1
29,74214.0428143839,15154.839527399763,36,587,4,300,0.2262588482751722,0,Bachelor,Business,North,0,LN000760,0.20420447334075847,420.9677646499934,0.06806815778025281,2,0,0,0,1,1
25,66374.18032071347,22460.340442558867,36,661,2,300,0.4864568414218265,1,High School,Personal,South,1,LN000761,0.3383897222388695,623.8983456266352,0.11279657407962317,2,0,1,1,4,2
61,61229.35126522107,23262.63963155805,48,736,1,300,0.49505673706848013,0,Bachelor,Personal,South,1,LN000762,0.37992627964966663,484.63832565745935,0.09498156991241664,3,3,1,0,4,2
25,63606.968838095054,12980.577190192806,24,675,0,300,0.5446848944378614,0,Master,Education,West,1,LN000763,0.20407476456288176,540.8573829247002,0.1020373822814409,3,0,0,2,2,3
46,53101.86861458139,13739.467539597428,24,561,0,300,0.26079960298238025,1,High School,Education,South,0,LN000764,0.2587379295316299,572.4778141498929,0.12936896476581494,1,2,0,1,2,2
24,55695.51937586881,19714.624376595377,48,622,4,300,0.06042661137399509,1,PhD,Education,South,0,LN000765,0.3539714612148339,410.72134117907035,0.08849286530370848,2,0,0,3,2,2
53,44037.721035485505,1971.8002669135112,24,605,3,300,0.30816717192295356,1,Bachelor,Education,East,0,LN000766,0.04477525676963707,82.15834445472963,0.022387628384818534,2,3,0,0,2,0
24,55829.142422681776,12169.546667883289,36,654,4,300,0.4778886763473051,1,PhD,Business,East,0,LN000767,0.21797839156739673,338.04296299675804,0.07265946385579893,2,0,0,3,1,0
48,43295.48008433006,5397.130029573213,36,756,2,300,0.3598334463805491,0,High School,Education,West,1,LN000768,0.12465804788538645,149.9202785992559,0.04155268262846215,4,2,0,1,2,3
50,75113.10186153195,26388.625623992157,24,638,4,300,0.3098704968593537,1,Bachelor,Education,North,1,LN000769,0.35131854456814404,1099.52606766634,0.17565927228407205,2,2,0,0,2,1
53,21010.05142643112,12075.339003981384,36,642,2,300,0.47025172149467687,1,Bachelor,Auto,East,1,LN000770,0.5747410493622274,335.4260834439273,0.19158034978740912,2,3,0,0,0,0
40,64621.06582250965,17210.989784746816,12,792,3,300,0.4464327319964848,1,PhD,Business,East,0,LN000771,0.2663371389140979,1434.2491487289014,0.2663371389140979,4,1,0,3,1,0
42,61731.73402844559,13252.704512219918,36,720,4,300,0.45695586241824365,0,Bachelor,Business,East,1,LN000772,0.21468220066705326,368.13068089499774,0.07156073355568443,3,2,0,0,1,0
26,59920.31928352067,12732.127316334136,48,695,0,300,0.27416562159133123,0,High School,Business,South,0,LN000773,0.21248430363146836,265.2526524236278,0.053121075907867084,3,0,0,1,1,2
39,75489.97897730973,16687.730300692965,60,806,2,300,0.4514701468931005,0,Master,Home,East,0,LN000774,0.2210588812815652,278.12883834488275,0.04421177625631304,5,1,0,2,3,0
49,49277.52819914105,9154.850681582926,24,689,2,300,0.12701653814803582,1,High School,Education,East,0,LN000775,0.18578145081843822,381.4521117326219,0.09289072540921911,3,2,0,1,2,0
63,60108.676891441,13412.141188259418,24,491,0,300,0.4243643143339924,0,Master,Education,North,1,LN000776,0.2231315324488402,558.8392161774758,0.1115657662244201,1,3,0,2,2,1
43,20669.16223627094,13353.256022119296,36,716,4,300,0.262384176583193,1,High School,Education,South,0,LN000777,0.6460472790080749,370.9237783922027,0.21534909300269164,3,2,0,1,2,2
42,46693.662357295536,11614.27760105367,36,522,3,300,0.21463393291599392,0,Bachelor,Personal,North,1,LN000778,0.24873349004373024,322.6188222514909,0.08291116334791009,1,2,1,0,4,1
27,72114.72862350449,18128.455261961983,60,686,1,300,0.17990463503878326,0,Master,Personal,North,0,LN000779,0.25138353298958876,302.14092103269974,0.05027670659791776,3,0,1,2,4,1
22,28216.765289270366,11424.03254388415,60,512,4,300,0.08502719977658056,1,Bachelor,Personal,South,1,LN000780,0.40486683809317514,190.40054239806918,0.08097336761863504,1,0,1,0,4,2
26,58194.8673410149,27888.91985929566,48,612,4,300,0.15318860693280614,1,Master,Home,South,1,LN000781,0.4792333264696688,581.0191637353263,0.11980833161741722,2,0,0,2,3,2
62,41449.65856232405,20031.71286432422,12,620,2,300,0.39945561007842884,0,Bachelor,Education,South,0,LN000782,0.48327811516720626,1669.3094053603518,0.48327811516720626,2,3,0,0,2,2
33,52780.2605645653,4205.519562068772,48,588,2,300,0.4992149330394259,1,Bachelor,Business,North,1,LN000783,0.07967978022624998,87.61499087643274,0.019919945056562496,2,1,0,0,1,1
47,42646.45022476806,19407.023552308972,24,622,3,300,0.17162538739871702,1,Bachelor,Business,West,0,LN000784,0.4550677360020419,808.6259813462071,0.22753386800102096,2,2,0,0,1,3
55,30056.087914131393,9484.162419936822,36,732,3,300,0.08901063646930107,0,High School,Auto,North,0,LN000785,0.31554879820130144,263.4489561093562,0.10518293273376715,3,3,0,1,0,1
35,62720.06629919601,16085.521403243629,48,592,3,300,0.3500754309235469,1,Bachelor,Personal,South,1,LN000786,0.25646531249680493,335.1150292342423,0.06411632812420123,2,1,1,0,4,2
47,54008.064759505076,9150.436474981208,36,693,0,300,0.2670464295855304,0,Bachelor,Home,North,0,LN000787,0.169427223799401,254.17879097170024,0.056475741266467,3,2,0,0,3,1
48,67252.58239374399,1000.0,36,572,1,300,0.079774047358712,1,Bachelor,Auto,West,1,LN000788,0.014869317495427843,27.77777777777778,0.004956439165142614,1,2,0,0,0,3
30,70888.75815997722,14826.13205657285,48,634,1,300,0.2007349965258807,0,PhD,Home,West,0,LN000789,0.20914644918894165,308.87775117860105,0.05228661229723542,2,0,0,3,3,3
47,79505.1747417803,3524.673929216324,48,675,3,300,0.5115135915113578,0,High School,Business,West,0,LN000790,0.0443326354625832,73.43070685867342,0.011083158865645803,3,2,0,1,1,3
43,57669.734908853294,18357.723109850594,60,570,2,300,0.15957341368446643,0,Master,Education,East,0,LN000791,0.31832508227868356,305.9620518308432,0.0636650164557367,1,2,0,2,2,0
51,80372.42049206416,16398.278606452164,12,545,1,300,0.3820177271253605,0,PhD,Business,North,0,LN000792,0.20402867682790893,1366.523217204347,0.20402867682790893,1,3,0,3,1,1
64,35484.50985218091,10168.923648475356,60,689,4,300,0.17384934211296887,0,Master,Business,South,0,LN000793,0.28657359762996315,169.4820608079226,0.05731471952599263,3,3,0,2,1,2
38,73179.19658456263,29604.296304191903,12,739,0,300,0.3758772274096812,0,High School,Personal,North,1,LN000794,0.4045452490036905,2467.024692015992,0.40454524900369054,3,1,1,1,4,1
47,64187.808326557075,5085.700261564958,48,643,2,300,0.4873647770389961,0,Master,Business,West,1,LN000795,0.07923156116643415,105.9520887826033,0.019807890291608538,2,2,0,2,1,3
57,59661.853050295744,10005.29878995067,12,613,0,300,0.30639030464519257,0,High School,Home,West,0,LN000796,0.16770010112686357,833.7748991625558,0.16770010112686357,2,3,0,1,3,3
22,63894.64468326235,6034.467340930016,24,662,4,300,0.06927874508820185,0,Bachelor,Education,West,0,LN000797,0.09444402376512138,251.43613920541733,0.04722201188256069,2,0,0,0,2,3
